Date and Time,Capel st/Mary street,Grafton st/Monsoon,Henry Street/Coles Lane/Dunnes,Liffey st/Halfpenny Bridge,Mary st/Jervis st,O'Connell St/Pennys,O'Connell st/Princes st North,Westmoreland Street East/Fleet street,Westmoreland Street West/Carrolls
19-11-2016 15:00:00,709,6425,7286,2367,1285,11926,1752,792,848
19-11-2016 16:00:00,638,6059,6495,2422,1300,11560,1690,941,2402
19-11-2016 17:00:00,585,5401,5669,2109,1108,12529,1584,754,2023
19-11-2016 18:00:00,527,3707,4522,1515,792,11752,1380,566,1442
19-11-2016 19:00:00,470,3094,3160,1135,636,13350,1283,575,1098
19-11-2016 20:00:00,415,2623,1460,901,386,13296,1135,623,1354
19-11-2016 21:00:00,249,2128,910,724,227,13039,865,445,1009
19-11-2016 22:00:00,265,1801,583,626,212,12332,874,481,1866
19-11-2016 23:00:00,229,1761,385,668,160,10727,718,511,1134
20-11-2016 00:00:00,123,1478,220,603,87,8617,408,353,1086
20-11-2016 01:00:00,122,1434,167,416,46,8521,265,267,1363
20-11-2016 02:00:00,84,1094,172,478,48,6681,327,203,665
20-11-2016 03:00:00,76,1315,184,662,42,5357,314,224,1125
20-11-2016 04:00:00,44,816,91,94,30,5527,109,135,3443
20-11-2016 05:00:00,35,259,49,18,12,2289,44,30,5131
20-11-2016 06:00:00,20,199,104,25,38,2320,90,50,780
20-11-2016 07:00:00,25,233,118,51,32,2097,91,47,496
20-11-2016 08:00:00,46,392,222,93,50,4739,229,68,750
20-11-2016 09:00:00,77,643,756,170,113,7242,530,209,1656
20-11-2016 10:00:00,191,1606,1716,429,98,9084,752,279,1567
20-11-2016 11:00:00,299,2733,2931,655,489,9412,1004,336,1278
20-11-2016 12:00:00,376,3793,4121,1051,706,10755,1066,347,705
20-11-2016 13:00:00,522,4402,5560,1424,941,11433,1148,478,1670
20-11-2016 14:00:00,559,4767,5980,1730,986,11959,1257,437,1583
20-11-2016 15:00:00,591,5288,6014,1977,1044,11331,1176,470,5028
20-11-2016 16:00:00,596,5573,6515,1967,1008,11390,1337,586,4847
20-11-2016 17:00:00,442,4424,4799,1613,829,11947,1216,525,1134
20-11-2016 18:00:00,428,3020,3197,1091,616,12268,1085,453,891
20-11-2016 19:00:00,327,1728,1693,889,365,11645,887,342,782
20-11-2016 20:00:00,229,1094,782,446,171,12123,779,237,513
20-11-2016 21:00:00,139,775,525,321,122,11609,600,193,395
20-11-2016 22:00:00,129,752,413,280,91,12156,490,162,687
20-11-2016 23:00:00,78,520,197,229,75,7617,275,120,965
21-11-2016 00:00:00,141,248,94,93,36,3153,100,62,250
21-11-2016 01:00:00,75,210,48,60,12,2161,45,22,117
21-11-2016 02:00:00,25,123,46,18,19,1583,24,13,128
21-11-2016 03:00:00,84,126,33,12,19,844,28,14,22
21-11-2016 04:00:00,14,110,72,13,12,386,35,21,44
21-11-2016 05:00:00,41,116,115,13,26,1300,68,24,18
21-11-2016 06:00:00,56,587,292,96,77,3831,344,79,601
21-11-2016 07:00:00,117,1377,390,228,150,6391,839,249,2169
21-11-2016 08:00:00,337,3358,1818,577,347,8969,1485,732,2966
21-11-2016 09:00:00,388,2072,1906,658,436,8074,1402,660,1931
21-11-2016 10:00:00,299,2068,2078,717,367,6979,1212,445,944
21-11-2016 11:00:00,339,2697,3644,934,511,7086,1213,494,958
21-11-2016 12:00:00,529,2842,5019,1179,795,7169,1498,700,1230
21-11-2016 13:00:00,632,4766,5679,1651,1074,10209,1676,717,1961
21-11-2016 14:00:00,539,3665,4823,1344,795,11467,1442,618,762
21-11-2016 15:00:00,471,3591,4856,1303,803,12937,1440,672,1192
21-11-2016 16:00:00,503,3760,4478,1300,731,9139,1469,934,1468
21-11-2016 17:00:00,662,4684,4713,1475,790,10071,1626,1191,2158
21-11-2016 18:00:00,467,3557,3802,1210,645,10597,1431,903,1295
21-11-2016 19:00:00,362,2045,1966,728,373,10064,1052,510,1070
21-11-2016 20:00:00,224,1269,949,447,205,9055,763,348,1109
21-11-2016 21:00:00,198,955,529,329,131,6479,567,258,2477
21-11-2016 22:00:00,177,638,280,202,72,6303,309,137,2450
21-11-2016 23:00:00,100,490,191,196,36,4127,315,144,1460
22-11-2016 00:00:00,143,265,90,40,23,1387,84,87,827
22-11-2016 01:00:00,32,227,64,15,8,1539,32,25,134
22-11-2016 02:00:00,7,276,24,13,4,1078,40,14,52
22-11-2016 03:00:00,16,180,37,15,2,356,28,15,6
22-11-2016 04:00:00,5,68,45,3,13,397,29,10,17
22-11-2016 05:00:00,38,119,84,16,14,754,70,19,88
22-11-2016 06:00:00,56,551,346,69,75,3227,311,95,279
22-11-2016 07:00:00,102,1476,290,229,144,6781,802,258,1292
22-11-2016 08:00:00,311,2968,952,656,314,10267,1532,741,2558
22-11-2016 09:00:00,359,1867,1416,683,422,8971,1380,717,2239
22-11-2016 10:00:00,324,2020,2799,711,432,8013,1189,390,2100
22-11-2016 11:00:00,287,2754,3756,966,530,7593,1227,433,1362
22-11-2016 12:00:00,505,3857,4751,1242,705,8990,1474,701,1338
22-11-2016 13:00:00,612,4885,6100,1627,993,11180,1620,746,1523
22-11-2016 14:00:00,503,3700,5086,1511,801,12545,1368,601,904
22-11-2016 15:00:00,474,3702,5010,1443,751,9244,1438,672,1094
22-11-2016 16:00:00,573,4281,5576,1496,849,8643,1494,975,1027
22-11-2016 17:00:00,558,5048,5397,1716,965,7532,1742,1302,2199
22-11-2016 18:00:00,573,4149,4400,1427,825,7519,1543,1011,1800
22-11-2016 19:00:00,417,2468,2633,1072,517,9292,1236,694,1708
22-11-2016 20:00:00,353,1586,1307,575,278,8519,957,411,1322
22-11-2016 21:00:00,213,1271,917,422,190,5722,829,327,1168
22-11-2016 22:00:00,143,1008,538,280,139,5034,685,221,1399
22-11-2016 23:00:00,115,802,296,184,58,5274,451,170,589
23-11-2016 00:00:00,38,432,135,70,47,1859,162,102,227
23-11-2016 01:00:00,37,243,118,31,34,1369,87,19,310
23-11-2016 02:00:00,45,193,57,12,4,651,47,30,474
23-11-2016 03:00:00,37,312,51,48,9,464,28,11,85
23-11-2016 04:00:00,14,91,68,3,16,432,31,21,126
23-11-2016 05:00:00,21,119,148,14,22,621,74,34,72
23-11-2016 06:00:00,46,557,306,85,76,2637,301,97,699
23-11-2016 07:00:00,117,1475,473,204,137,5710,801,258,1422
23-11-2016 08:00:00,308,3019,1396,624,330,7642,1436,723,3621
23-11-2016 09:00:00,367,2279,3008,804,452,7867,1345,713,3356
23-11-2016 10:00:00,348,2079,3895,811,517,7070,1269,533,3091
23-11-2016 11:00:00,416,2745,3938,1029,647,7614,1380,498,4847
23-11-2016 12:00:00,557,4057,5214,1418,920,7921,1536,804,3119
23-11-2016 13:00:00,759,5274,6478,1681,1173,8814,1845,828,1987
23-11-2016 14:00:00,534,3995,5936,1534,978,8433,1679,665,1838
23-11-2016 15:00:00,538,3859,5727,1546,867,8330,1577,706,2663
23-11-2016 16:00:00,467,4144,5284,1517,767,7810,1616,977,2207
23-11-2016 17:00:00,529,5014,4847,1558,792,7036,1686,1205,1766
23-11-2016 18:00:00,501,4398,4553,1165,760,7396,1505,971,2164
23-11-2016 19:00:00,486,2660,2508,374,511,8085,1246,662,1832
23-11-2016 20:00:00,359,1728,1392,289,280,7825,997,438,565
23-11-2016 21:00:00,283,1356,894,420,228,6865,802,376,675
23-11-2016 22:00:00,209,1082,473,308,156,5827,647,257,585
23-11-2016 23:00:00,128,768,337,210,71,4759,421,226,448
24-11-2016 00:00:00,39,499,144,90,38,4254,193,80,292
24-11-2016 01:00:00,37,327,120,42,29,2037,97,24,246
24-11-2016 02:00:00,24,409,55,19,10,1186,56,23,214
24-11-2016 03:00:00,23,329,51,15,11,664,47,7,33
24-11-2016 04:00:00,19,126,38,5,12,476,37,13,43
24-11-2016 05:00:00,20,130,141,16,25,721,76,36,16
24-11-2016 06:00:00,56,588,312,84,55,1895,375,108,587
24-11-2016 07:00:00,105,1304,843,206,187,5634,856,278,1068
24-11-2016 08:00:00,294,2880,2039,599,377,7569,1539,660,2804
24-11-2016 09:00:00,329,2003,2123,726,434,7555,1463,693,2929
24-11-2016 10:00:00,317,2260,2927,823,485,6860,1384,477,1623
24-11-2016 11:00:00,370,3027,3997,921,650,6891,1494,564,1509
24-11-2016 12:00:00,558,4153,4957,1423,845,7147,1892,752,2250
24-11-2016 13:00:00,652,5316,6451,1758,1176,8149,1987,801,1849
24-11-2016 14:00:00,547,4024,5320,1514,956,7657,1507,673,2286
24-11-2016 15:00:00,485,4184,5318,1615,850,7811,1536,749,966
24-11-2016 16:00:00,634,4716,6510,1676,923,7451,1682,1002,2062
24-11-2016 17:00:00,589,5637,6287,1932,1041,7138,1777,1178,1658
24-11-2016 18:00:00,422,5379,5251,1755,973,6490,1584,981,1983
24-11-2016 19:00:00,376,3698,4190,1300,735,6515,1273,732,1902
24-11-2016 20:00:00,15,2588,2585,1025,521,5318,1023,504,1170
24-11-2016 21:00:00,20,1671,1443,705,328,5896,887,405,1704
24-11-2016 22:00:00,169,1328,646,487,154,5901,784,352,1189
24-11-2016 23:00:00,125,1081,315,302,88,5760,488,302,966
25-11-2016 00:00:00,78,632,181,301,46,4422,244,166,589
25-11-2016 01:00:00,41,509,110,299,16,2509,106,114,510
25-11-2016 02:00:00,12,532,41,56,8,1102,82,67,516
25-11-2016 03:00:00,29,586,65,47,23,1262,40,76,61
25-11-2016 04:00:00,8,367,71,16,22,936,34,12,48
25-11-2016 05:00:00,14,184,123,17,26,1321,77,24,119
25-11-2016 06:00:00,41,628,352,88,77,4347,351,113,704
25-11-2016 07:00:00,116,1458,394,236,179,8473,793,285,1391
25-11-2016 08:00:00,285,3491,1127,634,383,10124,1425,665,3483
25-11-2016 09:00:00,356,2727,3124,830,557,10368,1407,623,2598
25-11-2016 10:00:00,330,3219,3583,1154,643,10013,1306,529,1426
25-11-2016 11:00:00,462,4047,5595,1525,889,8389,1472,561,1761
25-11-2016 12:00:00,645,5532,7056,2038,1144,9859,1777,806,1939
25-11-2016 13:00:00,827,6561,7831,2400,1318,9156,2112,1071,1632
25-11-2016 14:00:00,651,5690,8826,2162,1185,9398,1727,829,1913
25-11-2016 15:00:00,587,5828,9101,2284,1146,927,1786,887,2187
25-11-2016 16:00:00,626,6372,9257,2316,1035,5494,1848,1290,1270
25-11-2016 17:00:00,723,6798,8168,2273,535,5840,1848,1426,2294
25-11-2016 18:00:00,689,5870,6369,2062,31,5464,1657,1089,1815
25-11-2016 19:00:00,688,4007,4696,1652,17,4862,1463,746,1010
25-11-2016 20:00:00,528,2675,3119,1284,326,4502,1318,625,1375
25-11-2016 21:00:00,397,1893,1662,894,158,4861,1121,536,973
25-11-2016 22:00:00,268,1704,864,826,2,3905,1118,577,1343
25-11-2016 23:00:00,198,1564,501,741,2,3258,771,415,1126
26-11-2016 00:00:00,119,1282,275,590,0,2021,457,313,760
26-11-2016 01:00:00,125,1072,261,406,0,1519,349,273,645
26-11-2016 02:00:00,57,1012,178,482,47,1314,310,235,442
26-11-2016 03:00:00,62,1050,144,595,71,1469,248,157,304
26-11-2016 04:00:00,38,589,110,53,16,846,138,33,269
26-11-2016 05:00:00,20,268,85,26,25,459,115,19,137
26-11-2016 06:00:00,41,313,192,50,46,749,227,68,208
26-11-2016 07:00:00,33,493,353,89,81,1768,353,133,194
26-11-2016 08:00:00,60,895,684,205,84,1966,577,153,938
26-11-2016 09:00:00,166,1763,2035,511,291,2833,802,302,1275
26-11-2016 10:00:00,289,2979,3667,1139,603,3241,1216,347,921
26-11-2016 11:00:00,451,4437,5025,1610,890,3490,1390,498,1346
26-11-2016 12:00:00,542,5437,6323,2003,1023,4046,1490,616,1411
26-11-2016 13:00:00,663,5876,7361,2187,1223,4615,1654,871,1605
26-11-2016 14:00:00,659,6124,7823,2386,1311,4905,1625,723,1506
26-11-2016 15:00:00,758,6349,8242,2684,1369,4906,1742,809,2021
26-11-2016 16:00:00,880,6233,7802,2582,1296,4990,1801,916,1267
26-11-2016 17:00:00,666,5798,6551,2212,1154,5151,1623,824,1165
26-11-2016 18:00:00,532,4032,4716,1723,707,4736,1338,655,1197
26-11-2016 19:00:00,480,3038,3271,1372,615,5077,1382,657,1222
26-11-2016 20:00:00,334,2919,1724,1208,299,4775,1229,559,1724
26-11-2016 21:00:00,293,2076,973,861,33,4836,970,516,1552
26-11-2016 22:00:00,269,1912,682,771,33,3594,970,468,1260
26-11-2016 23:00:00,236,1771,478,1055,14,3329,774,617,1511
27-11-2016 00:00:00,143,1611,313,599,11,2680,529,360,790
27-11-2016 01:00:00,173,1322,210,593,6,2295,411,563,864
27-11-2016 02:00:00,119,1187,218,478,20,1943,388,335,999
27-11-2016 03:00:00,88,1392,254,588,86,2449,407,308,476
27-11-2016 04:00:00,54,931,147,125,28,1331,281,142,516
27-11-2016 05:00:00,24,402,64,20,21,810,93,57,305
27-11-2016 06:00:00,27,220,154,28,26,632,196,52,95
27-11-2016 07:00:00,46,265,137,77,43,469,162,50,149
27-11-2016 08:00:00,40,402,290,75,52,895,344,67,433
27-11-2016 09:00:00,116,795,851,181,118,1892,488,211,1204
27-11-2016 10:00:00,225,1810,1865,499,336,2749,691,246,750
27-11-2016 11:00:00,345,2921,3560,963,536,3069,942,370,709
27-11-2016 12:00:00,388,4213,4705,1466,808,3275,1126,410,1041
27-11-2016 13:00:00,478,4831,5769,1855,1001,4001,1456,499,1081
27-11-2016 14:00:00,537,5327,6481,2043,1076,4541,1642,577,1408
27-11-2016 15:00:00,578,5947,7116,2216,1122,4591,1671,693,1293
27-11-2016 16:00:00,580,6173,7056,2095,1096,4981,1891,659,882
27-11-2016 17:00:00,553,5100,7032,1746,1055,5076,1984,619,806
27-11-2016 18:00:00,531,3554,5225,1313,842,4634,1836,542,929
27-11-2016 19:00:00,394,2112,2348,813,528,4292,1535,435,639
27-11-2016 20:00:00,279,1610,1223,541,268,3605,1127,317,408
27-11-2016 21:00:00,208,1035,675,365,194,2740,873,255,685
27-11-2016 22:00:00,160,822,435,325,99,2217,775,167,626
27-11-2016 23:00:00,130,555,249,190,67,1606,469,106,796
28-11-2016 00:00:00,86,391,131,128,62,996,340,82,516
28-11-2016 01:00:00,17,281,81,40,17,468,179,44,139
28-11-2016 02:00:00,14,207,56,12,6,277,85,17,26
28-11-2016 03:00:00,22,163,38,27,10,241,100,18,261
28-11-2016 04:00:00,22,220,67,38,26,252,72,9,183
28-11-2016 05:00:00,26,163,105,19,26,243,102,28,440
28-11-2016 06:00:00,57,514,320,84,51,1434,397,95,325
28-11-2016 07:00:00,117,1207,567,207,110,3180,940,250,762
28-11-2016 08:00:00,267,2957,1892,562,278,5337,1375,681,2559
28-11-2016 09:00:00,306,2232,2301,640,374,3912,1379,620,2071
28-11-2016 10:00:00,310,2061,3623,789,427,3371,1180,445,909
28-11-2016 11:00:00,337,3033,4349,968,597,4019,1279,476,1119
28-11-2016 12:00:00,527,4251,5917,1362,757,4067,1578,760,1295
28-11-2016 13:00:00,648,5253,6934,1699,1075,4593,1690,766,1868
28-11-2016 14:00:00,556,3929,5818,1556,887,4240,1478,563,1122
28-11-2016 15:00:00,518,4107,5794,1415,785,4455,1402,652,1276
28-11-2016 16:00:00,600,4262,5880,1521,869,5060,1567,908,1333
28-11-2016 17:00:00,604,5042,5810,1658,856,5851,1672,1105,2158
28-11-2016 18:00:00,224,4267,4263,745,820,4870,1484,937,1339
28-11-2016 19:00:00,464,2349,2512,0,515,3901,1122,523,1886
28-11-2016 20:00:00,284,1490,1241,73,268,3206,929,402,821
28-11-2016 21:00:00,191,1162,764,219,156,3097,720,265,902
28-11-2016 22:00:00,143,894,396,243,109,1866,584,190,467
28-11-2016 23:00:00,41,621,296,145,77,1693,378,157,698
29-11-2016 00:00:00,50,442,148,42,42,1367,199,89,504
29-11-2016 01:00:00,27,316,128,27,19,600,81,19,314
29-11-2016 02:00:00,10,349,54,24,9,394,80,29,41
29-11-2016 03:00:00,11,302,35,20,10,472,37,14,42
29-11-2016 04:00:00,7,159,50,2,15,190,34,14,14
29-11-2016 05:00:00,13,121,106,5,26,240,70,16,17
29-11-2016 06:00:00,43,563,321,77,59,1334,316,106,318
29-11-2016 07:00:00,82,1508,657,208,110,3621,795,297,1338
29-11-2016 08:00:00,280,3251,1644,587,267,5746,1294,694,2163
29-11-2016 09:00:00,295,2562,2257,685,352,4408,1242,729,1978
29-11-2016 10:00:00,323,2348,2388,766,393,3676,1197,434,1097
29-11-2016 11:00:00,339,2854,4356,1067,566,3855,1336,491,2111
29-11-2016 12:00:00,586,3989,5707,1410,869,4103,1627,767,1537
29-11-2016 13:00:00,684,5308,6660,1765,1094,4432,1993,744,1602
29-11-2016 14:00:00,615,4009,6005,1530,941,4654,1501,752,1271
29-11-2016 15:00:00,554,3643,5779,1501,808,4407,1449,697,1118
29-11-2016 16:00:00,575,4251,5906,1438,849,5211,1528,929,1653
29-11-2016 17:00:00,596,5042,5575,1593,935,6051,1798,1233,2025
29-11-2016 18:00:00,542,4167,5185,1295,829,5849,1414,973,1303
29-11-2016 19:00:00,404,2454,2551,549,502,4882,1267,608,922
29-11-2016 20:00:00,237,1668,1345,0,263,3768,917,467,1911
29-11-2016 21:00:00,206,1344,721,0,162,3697,628,386,1066
29-11-2016 22:00:00,131,972,448,29,103,2867,520,236,439
29-11-2016 23:00:00,75,731,289,223,63,1823,302,148,747
30-11-2016 00:00:00,45,469,132,102,24,804,110,99,1421
30-11-2016 01:00:00,22,261,85,17,28,425,58,32,555
30-11-2016 02:00:00,8,189,69,12,11,446,33,36,277
30-11-2016 03:00:00,5,389,21,1,18,355,37,13,83
30-11-2016 04:00:00,7,130,54,10,9,199,24,6,77
30-11-2016 05:00:00,18,137,88,14,25,200,44,17,15
30-11-2016 06:00:00,55,568,315,71,70,1324,238,111,425
30-11-2016 07:00:00,104,1421,826,221,135,3888,806,329,2445
30-11-2016 08:00:00,293,3415,2646,575,328,5945,1496,779,3593
30-11-2016 09:00:00,335,2526,2995,688,467,5075,1403,699,2393
30-11-2016 10:00:00,308,2094,2126,837,414,4931,1226,437,1301
30-11-2016 11:00:00,387,2934,4050,1071,587,4105,1415,413,1260
30-11-2016 12:00:00,597,3906,5527,1526,864,3913,1790,772,1451
30-11-2016 13:00:00,665,5343,7348,1795,1168,4624,1996,881,1338
30-11-2016 14:00:00,550,4328,6193,1584,1003,4461,1502,645,1576
30-11-2016 15:00:00,502,4032,5466,1517,773,4140,1508,794,906
30-11-2016 16:00:00,597,4498,5612,1593,954,5525,1590,1016,1263
30-11-2016 17:00:00,586,5395,5384,1771,974,5901,1721,1266,1737
30-11-2016 18:00:00,576,4468,4550,1373,803,5419,1506,1049,1460
30-11-2016 19:00:00,497,2486,2754,961,519,4341,1258,666,674
30-11-2016 20:00:00,302,1779,1462,659,299,3672,912,440,672
30-11-2016 21:00:00,229,1464,773,395,188,3419,647,424,753
30-11-2016 22:00:00,175,1070,483,378,130,2671,512,258,720
30-11-2016 23:00:00,100,799,305,229,98,1860,310,179,680
01-12-2016 00:00:00,58,520,159,117,43,1500,140,107,232
01-12-2016 01:00:00,32,336,78,39,14,661,61,57,166
01-12-2016 02:00:00,23,293,61,16,8,541,34,23,372
01-12-2016 03:00:00,23,230,76,22,11,436,24,17,252
01-12-2016 04:00:00,7,160,65,10,28,128,21,12,70
01-12-2016 05:00:00,17,149,122,9,21,434,41,22,212
01-12-2016 06:00:00,33,598,355,99,70,1788,277,109,377
01-12-2016 07:00:00,107,1336,706,201,124,4479,697,290,1102
01-12-2016 08:00:00,299,3313,1387,557,258,7031,1456,702,3146
01-12-2016 09:00:00,342,2521,2053,718,418,5472,1327,708,2351
01-12-2016 10:00:00,308,2398,2727,804,408,3929,1158,491,1548
01-12-2016 11:00:00,348,2894,4011,1119,639,3678,1377,481,1082
01-12-2016 12:00:00,244,4336,6271,1333,892,4302,1760,750,1754
01-12-2016 13:00:00,673,5769,8264,1789,1201,5070,2110,839,1999
01-12-2016 14:00:00,531,4372,6123,1576,930,4374,1579,649,1875
01-12-2016 15:00:00,467,4363,6326,1669,853,5482,1557,813,1205
01-12-2016 16:00:00,573,4708,7024,1627,974,5812,1703,1006,2122
01-12-2016 17:00:00,600,5763,7030,1858,1129,6631,1821,1208,1542
01-12-2016 18:00:00,561,5366,5994,1743,1018,5924,1577,985,1760
01-12-2016 19:00:00,495,3908,4516,156,771,4709,1264,697,1944
01-12-2016 20:00:00,408,2684,2917,205,480,4794,937,486,1704
01-12-2016 21:00:00,266,1746,1333,618,312,4088,710,410,1064
01-12-2016 22:00:00,134,1227,602,351,156,3501,314,340,988
01-12-2016 23:00:00,98,1130,331,337,98,2465,267,306,525
02-12-2016 00:00:00,62,811,221,217,64,1109,157,122,853
02-12-2016 01:00:00,34,478,121,131,38,803,60,59,651
02-12-2016 02:00:00,13,476,57,44,38,2108,53,46,501
02-12-2016 03:00:00,15,639,44,19,14,637,44,24,98
02-12-2016 04:00:00,7,271,64,9,20,266,34,13,257
02-12-2016 05:00:00,18,166,111,27,28,399,57,22,146
02-12-2016 06:00:00,59,460,268,52,79,1302,302,99,374
02-12-2016 07:00:00,107,1264,537,209,129,3612,861,286,1226
02-12-2016 08:00:00,291,3268,1859,602,303,6489,1434,640,2499
02-12-2016 09:00:00,353,2998,2970,690,485,5322,1371,678,2054
02-12-2016 10:00:00,318,2510,3088,915,548,4280,1371,556,1399
02-12-2016 11:00:00,426,3507,5528,1168,769,4486,1414,632,1562
02-12-2016 12:00:00,603,4936,7417,1566,904,4583,1725,920,2017
02-12-2016 13:00:00,637,6023,9388,1955,1270,4828,2049,827,1581
02-12-2016 14:00:00,559,5045,8676,1958,1116,4777,1846,805,1157
02-12-2016 15:00:00,515,5013,8992,1908,1141,4885,1834,864,1483
02-12-2016 16:00:00,631,5609,8405,1792,1145,5486,1945,1095,1181
02-12-2016 17:00:00,671,5870,7606,2017,1170,5694,1945,1239,1604
02-12-2016 18:00:00,567,5100,5522,1872,858,5474,1619,948,1896
02-12-2016 19:00:00,462,3520,2595,1187,534,5711,1413,758,1476
02-12-2016 20:00:00,371,2399,2116,930,431,4574,1238,641,1098
02-12-2016 21:00:00,336,2001,1093,667,278,4581,947,495,912
02-12-2016 22:00:00,216,1658,699,576,193,3910,886,464,1059
02-12-2016 23:00:00,172,1600,458,541,157,3009,715,457,1019
03-12-2016 00:00:00,125,1339,317,450,119,2412,586,346,1231
03-12-2016 01:00:00,98,1345,216,412,73,1992,391,325,1388
03-12-2016 02:00:00,88,1295,182,296,107,1798,354,271,1514
03-12-2016 03:00:00,74,1328,235,414,74,2065,355,251,352
03-12-2016 04:00:00,52,896,71,48,36,1343,124,66,261
03-12-2016 05:00:00,45,366,102,57,29,884,83,30,321
03-12-2016 06:00:00,31,286,191,61,45,1190,216,66,317
03-12-2016 07:00:00,78,442,388,110,83,1582,372,87,114
03-12-2016 08:00:00,82,802,899,209,142,2339,427,173,568
03-12-2016 09:00:00,166,1619,1549,532,340,2925,21,268,1098
03-12-2016 10:00:00,312,2976,3046,920,589,4116,32,388,1001
03-12-2016 11:00:00,368,4308,5886,1523,823,4132,19,474,761
03-12-2016 12:00:00,484,5146,8382,2007,895,4351,666,612,1261
03-12-2016 13:00:00,576,5869,9334,2302,1238,5025,1560,666,952
03-12-2016 14:00:00,620,6254,9248,2479,1274,5216,1533,776,1569
03-12-2016 15:00:00,659,6751,9858,2608,1378,5730,1642,881,1493
03-12-2016 16:00:00,716,7030,11055,2578,1274,5926,1743,875,1493
03-12-2016 17:00:00,603,5957,8939,2223,1111,5477,1694,926,1542
03-12-2016 18:00:00,539,4567,7106,1823,894,5236,1534,728,1259
03-12-2016 19:00:00,473,3163,2843,1345,680,4814,1415,660,1433
03-12-2016 20:00:00,396,2343,2103,937,345,5908,1114,622,1508
03-12-2016 21:00:00,290,1947,966,749,267,4478,858,437,1904
03-12-2016 22:00:00,216,1493,682,661,113,3216,855,453,686
03-12-2016 23:00:00,188,1572,516,691,130,3327,684,430,1115
04-12-2016 00:00:00,149,1417,301,575,90,2903,543,437,1434
04-12-2016 01:00:00,129,1521,168,414,89,1922,337,381,1214
04-12-2016 02:00:00,88,1276,192,422,88,2029,352,316,589
04-12-2016 03:00:00,91,1512,255,394,72,2389,338,390,540
04-12-2016 04:00:00,63,1063,109,97,32,1306,167,117,175
04-12-2016 05:00:00,24,457,71,31,19,612,65,109,323
04-12-2016 06:00:00,24,202,106,25,29,622,101,53,155
04-12-2016 07:00:00,29,240,150,45,35,643,176,40,90
04-12-2016 08:00:00,53,415,348,57,52,1046,307,101,309
04-12-2016 09:00:00,114,742,556,210,192,1914,547,170,399
04-12-2016 10:00:00,218,1952,1236,557,338,2501,740,264,637
04-12-2016 11:00:00,279,3192,3673,1026,649,3206,1026,353,1073
04-12-2016 12:00:00,448,4543,6747,1424,917,4033,1233,421,1149
04-12-2016 13:00:00,570,4896,8100,1758,1069,4699,1227,459,914
04-12-2016 14:00:00,562,5417,8742,2254,1101,5116,1365,511,1812
04-12-2016 15:00:00,638,5876,10523,2388,1204,5164,1316,592,1156
04-12-2016 16:00:00,556,5940,9048,2173,1055,4959,1366,691,1100
04-12-2016 17:00:00,533,5193,6796,1852,985,5347,1395,556,1274
04-12-2016 18:00:00,451,3739,4031,1463,766,5122,1311,590,1182
04-12-2016 19:00:00,428,2249,2324,835,530,4002,1053,390,795
04-12-2016 20:00:00,245,1520,1055,502,260,2915,829,321,838
04-12-2016 21:00:00,160,1142,627,345,156,2615,631,203,596
04-12-2016 22:00:00,150,823,439,229,125,2138,532,196,1440
04-12-2016 23:00:00,83,713,247,186,75,1659,347,128,1479
05-12-2016 00:00:00,32,395,120,118,41,1022,136,37,1311
05-12-2016 01:00:00,28,250,73,108,18,777,68,36,481
05-12-2016 02:00:00,19,282,45,32,19,441,27,27,118
05-12-2016 03:00:00,8,269,62,40,13,316,37,15,40
05-12-2016 04:00:00,16,111,80,27,18,316,39,9,23
05-12-2016 05:00:00,23,149,110,16,20,287,77,29,9
05-12-2016 06:00:00,49,636,344,83,63,1412,312,119,279
05-12-2016 07:00:00,105,1528,651,224,139,3262,773,258,899
05-12-2016 08:00:00,324,3147,1710,564,316,6650,1346,704,3455
05-12-2016 09:00:00,356,2668,2234,749,441,4320,1415,711,2257
05-12-2016 10:00:00,318,2380,2609,769,538,3681,1328,469,1327
05-12-2016 11:00:00,337,3300,4639,1121,662,3973,1251,552,1830
05-12-2016 12:00:00,580,4565,5946,1441,888,4804,1517,750,1329
05-12-2016 13:00:00,719,4852,7489,1859,1210,5058,1785,861,1251
05-12-2016 14:00:00,625,4483,6865,1709,987,4432,1534,603,1362
05-12-2016 15:00:00,493,4111,6724,1588,872,4610,1465,707,1047
05-12-2016 16:00:00,521,4334,6299,1531,898,5371,1553,930,1573
05-12-2016 17:00:00,573,5054,6183,1736,974,5356,1665,1179,1383
05-12-2016 18:00:00,567,4527,5442,1406,876,5894,1483,985,977
05-12-2016 19:00:00,438,2398,2601,900,613,4662,942,577,929
05-12-2016 20:00:00,300,1503,1459,555,343,2980,918,396,644
05-12-2016 21:00:00,259,1167,870,383,163,2955,675,313,875
05-12-2016 22:00:00,158,980,420,305,118,2392,555,249,980
05-12-2016 23:00:00,71,743,250,203,71,1662,358,174,717
06-12-2016 00:00:00,54,449,110,65,59,1174,146,88,591
06-12-2016 01:00:00,76,324,103,51,42,546,54,34,291
06-12-2016 02:00:00,43,418,65,33,22,686,50,27,172
06-12-2016 03:00:00,12,356,34,21,17,490,50,12,325
06-12-2016 04:00:00,13,106,69,11,16,207,28,19,273
06-12-2016 05:00:00,19,134,103,10,29,274,54,19,102
06-12-2016 06:00:00,48,567,345,81,52,1503,298,118,491
06-12-2016 07:00:00,113,1519,760,231,137,3506,797,297,1117
