Date and Time,Capel st/Mary street,Grafton st/Monsoon,Henry Street/Coles Lane/Dunnes,Liffey st/Halfpenny Bridge,Mary st/Jervis st,O'Connell St/Pennys,Westmoreland Street East/Fleet street,Westmoreland Street West/Carrolls
30/03/2017 18:00,600,2625,4543,1741,716,3204,171,3400
30/03/2017 19:00,513,2969,3302,1392,469,2241,70,2138
30/03/2017 20:00,399,2010,2003,1044,333,974,57,1944
30/03/2017 21:00,295,1428,1047,623,161,1255,41,1574
30/03/2017 22:00,216,1181,514,453,122,964,37,1262
30/03/2017 23:00,137,949,300,324,63,706,35,626
31/03/2017 00:00,70,701,132,200,36,371,25,881
31/03/2017 01:00,47,439,96,99,17,209,26,600
31/03/2017 02:00,31,434,62,105,6,153,17,971
31/03/2017 03:00,20,446,49,31,12,194,4,716
31/03/2017 04:00,19,270,33,13,18,92,0,239
31/03/2017 05:00,24,129,109,29,25,131,0,136
31/03/2017 06:00,49,470,283,76,61,368,13,654
31/03/2017 07:00,107,1319,527,234,102,706,25,946
31/03/2017 08:00,267,3218,1636,643,219,1593,156,2333
31/03/2017 09:00,363,2604,1898,683,289,1950,67,1286
31/03/2017 10:00,319,2291,2358,816,379,2309,8,1315
31/03/2017 11:00,362,1727,3564,1091,568,2472,30,1513
31/03/2017 12:00,517,1802,4688,1424,708,2530,27,1524
31/03/2017 13:00,719,4105,5293,1819,876,2861,28,1496
31/03/2017 14:00,577,3182,4909,1644,760,2473,18,1451
31/03/2017 15:00,510,3721,5021,1750,622,2830,1,1390
31/03/2017 16:00,543,3782,5036,1986,549,3248,1,1372
31/03/2017 17:00,631,4531,5248,2123,652,3633,0,1838
31/03/2017 18:00,594,3757,4621,1784,469,2934,29,1480
31/03/2017 19:00,550,2244,2952,1477,414,2147,9,1206
31/03/2017 20:00,466,1669,2131,1101,249,1731,65,890
31/03/2017 21:00,340,1289,1031,763,187,1213,91,1032
31/03/2017 22:00,283,1261,598,832,138,1202,111,927
31/03/2017 23:00,224,1313,437,923,113,1000,110,688
01/04/2017 00:00,173,1015,249,814,76,644,46,461
01/04/2017 01:00,227,877,176,500,47,513,67,372
01/04/2017 02:00,107,734,130,477,28,474,41,476
01/04/2017 03:00,52,744,175,530,50,568,17,520
01/04/2017 04:00,35,520,92,53,32,245,5,113
01/04/2017 05:00,24,236,51,24,16,140,9,36
01/04/2017 06:00,49,260,189,63,54,232,9,202
01/04/2017 07:00,47,457,314,106,54,435,22,174
01/04/2017 08:00,102,661,589,265,116,629,30,388
01/04/2017 09:00,154,1365,1679,547,259,1131,67,450
01/04/2017 10:00,309,2254,3295,908,483,1959,121,560
01/04/2017 11:00,407,3085,4506,1396,725,2619,111,631
01/04/2017 12:00,549,3920,5694,1767,729,3139,193,857
01/04/2017 13:00,573,3985,5998,1832,741,2685,180,1049
01/04/2017 14:00,641,4192,6683,1958,847,2973,178,1303
01/04/2017 15:00,659,4121,6465,2318,994,3191,188,1618
01/04/2017 16:00,571,4019,6848,2115,769,2987,181,770
01/04/2017 17:00,568,3620,5799,2249,821,3402,183,770
01/04/2017 18:00,605,3017,4423,1869,679,2852,150,843
01/04/2017 19:00,522,2178,2819,1438,351,2102,166,765
01/04/2017 20:00,518,1746,1451,1080,253,1304,119,1147
01/04/2017 21:00,335,1494,886,785,180,1060,76,877
01/04/2017 22:00,250,1543,567,703,109,1028,68,679
01/04/2017 23:00,225,1281,377,1236,84,987,56,921
02/04/2017 00:00,134,1064,231,898,54,602,37,455
02/04/2017 01:00,123,887,182,412,39,482,37,205
02/04/2017 02:00,69,794,145,407,47,510,36,383
02/04/2017 03:00,99,870,166,942,30,685,66,276
02/04/2017 04:00,37,618,86,72,14,277,44,85
02/04/2017 05:00,15,255,53,19,15,157,2,25
02/04/2017 06:00,25,173,93,26,37,173,17,58
02/04/2017 07:00,42,203,158,49,33,216,2,79
02/04/2017 08:00,49,350,229,106,60,333,4,45
02/04/2017 09:00,98,786,763,201,150,805,30,224
02/04/2017 10:00,192,1570,1903,333,316,1723,18,889
02/04/2017 11:00,327,2415,2990,1,713,2235,72,1359
02/04/2017 12:00,435,3394,4082,0,819,2531,75,488
02/04/2017 13:00,600,4156,5136,0,996,2471,141,1053
02/04/2017 14:00,758,4557,5323,0,1063,2652,160,467
02/04/2017 15:00,615,4519,5220,0,1080,2869,100,680
02/04/2017 16:00,604,4035,5080,1114,1082,3141,132,741
02/04/2017 17:00,544,3641,4253,1444,671,2864,143,1102
02/04/2017 18:00,479,2861,3831,1353,294,2539,109,1026
02/04/2017 19:00,419,1878,2163,923,162,1740,55,743
02/04/2017 20:00,274,1194,1179,602,189,1171,50,1205
02/04/2017 21:00,181,861,580,394,105,894,25,1144
02/04/2017 22:00,167,709,372,338,73,808,28,867
02/04/2017 23:00,121,584,244,297,60,534,30,322
03/04/2017 00:00,71,357,100,89,19,281,27,258
03/04/2017 01:00,20,242,45,58,18,182,6,185
03/04/2017 02:00,18,162,35,17,9,100,0,241
03/04/2017 03:00,11,175,35,23,10,113,0,98
03/04/2017 04:00,11,94,49,15,18,110,1,71
03/04/2017 05:00,17,198,81,30,23,148,1,71
03/04/2017 06:00,52,541,312,117,74,376,5,172
03/04/2017 07:00,121,1325,449,243,133,778,34,1159
03/04/2017 08:00,275,2835,1507,563,306,1798,129,3085
03/04/2017 09:00,360,1887,2269,616,350,2002,129,2417
03/04/2017 10:00,314,1884,2845,793,360,1634,88,1838
03/04/2017 11:00,388,2425,3672,994,529,2315,84,1753
03/04/2017 12:00,489,3179,4897,1264,655,3018,47,1541
03/04/2017 13:00,710,3848,5910,1609,833,3508,15,2454
03/04/2017 14:00,508,3025,5547,1447,619,2861,8,2229
03/04/2017 15:00,477,3020,5324,1495,609,2884,80,1480
03/04/2017 16:00,452,3177,4659,1424,563,3158,157,2070
03/04/2017 17:00,564,3850,4974,1669,640,3468,159,3186
03/04/2017 18:00,517,3159,4689,1456,405,2704,84,3324
03/04/2017 19:00,436,2035,2398,1039,282,1855,54,1626
03/04/2017 20:00,309,1309,1286,609,186,1296,1,1516
03/04/2017 21:00,333,970,679,431,123,791,14,1222
03/04/2017 22:00,158,687,456,297,73,881,9,964
03/04/2017 23:00,102,495,188,166,35,473,1,759
04/04/2017 00:00,32,334,74,80,20,188,0,303
04/04/2017 01:00,16,248,44,76,15,107,0,520
04/04/2017 02:00,17,242,29,24,10,82,2,83
04/04/2017 03:00,17,193,41,1,8,81,2,86
04/04/2017 04:00,14,60,21,4,15,38,1,86
04/04/2017 05:00,16,134,75,14,23,108,2,73
04/04/2017 06:00,51,507,330,110,77,347,2,974
04/04/2017 07:00,107,1230,839,216,122,765,21,2315
04/04/2017 08:00,273,2789,2117,593,280,1746,581,3841
04/04/2017 09:00,338,2065,2900,724,356,2050,827,2684
04/04/2017 10:00,323,1841,2641,911,375,2263,603,1699
04/04/2017 11:00,354,2742,4109,960,544,2217,674,2351
04/04/2017 12:00,487,3449,5099,1407,751,2456,947,2195
04/04/2017 13:00,710,4014,6429,1940,855,3046,1099,1828
04/04/2017 14:00,496,3219,5437,1679,650,2648,921,1976
04/04/2017 15:00,462,3095,4919,1647,565,2553,1016,2031
04/04/2017 16:00,540,3321,5004,1705,654,2948,1182,1982
04/04/2017 17:00,607,4128,5404,1827,736,3029,1316,3504
04/04/2017 18:00,561,3373,4299,1553,575,2731,1144,2816
04/04/2017 19:00,411,2142,2357,1033,334,1743,658,1785
04/04/2017 20:00,326,1035,1266,617,201,1240,480,1223
04/04/2017 21:00,245,1045,719,409,175,940,444,1701
04/04/2017 22:00,157,850,456,296,85,752,298,937
04/04/2017 23:00,105,582,261,172,54,512,183,1460
05/04/2017 00:00,55,296,95,79,21,212,70,531
05/04/2017 01:00,35,143,64,45,8,134,40,394
05/04/2017 02:00,23,160,32,29,20,96,24,96
05/04/2017 03:00,11,137,29,9,3,64,12,109
05/04/2017 04:00,16,71,37,5,14,62,9,75
05/04/2017 05:00,18,112,76,10,22,98,25,64
05/04/2017 06:00,57,533,303,93,71,388,150,476
05/04/2017 07:00,106,1469,454,219,136,794,365,1774
05/04/2017 08:00,307,3093,1545,569,282,1825,880,3873
05/04/2017 09:00,290,2051,2190,695,375,1660,787,3335
05/04/2017 10:00,335,1802,2880,865,388,2185,663,2271
05/04/2017 11:00,362,2651,3976,1014,487,2453,696,2289
05/04/2017 12:00,509,3504,4961,1287,688,2971,736,2705
05/04/2017 13:00,725,4130,6135,1594,884,3089,1063,2684
05/04/2017 14:00,494,3293,5134,1539,666,2877,786,2882
05/04/2017 15:00,359,3267,5151,1575,581,2774,854,4106
05/04/2017 16:00,450,3575,5195,1702,670,3200,1138,3318
05/04/2017 17:00,504,4253,5129,1883,695,3277,1412,4257
05/04/2017 18:00,582,3624,4262,1788,610,2783,1128,3765
05/04/2017 19:00,433,2712,2515,1157,414,1939,728,3208
05/04/2017 20:00,382,2026,1297,692,228,1400,528,2474
05/04/2017 21:00,267,1500,785,377,170,1020,392,1912
05/04/2017 22:00,203,1260,476,534,108,853,259,2127
05/04/2017 23:00,118,993,254,628,69,557,258,954
06/04/2017 00:00,71,746,136,204,32,300,136,920
06/04/2017 01:00,44,686,71,91,16,172,46,1975
06/04/2017 02:00,24,1005,31,32,11,136,45,512
06/04/2017 03:00,15,708,44,26,12,197,24,1225
06/04/2017 04:00,17,226,49,11,18,107,32,133
06/04/2017 05:00,18,154,89,22,30,130,25,671
06/04/2017 06:00,51,529,309,95,65,388,138,1506
06/04/2017 07:00,124,1449,903,212,132,803,351,2832
06/04/2017 08:00,283,3143,1975,569,274,1718,884,4575
06/04/2017 09:00,322,2319,2351,648,324,1787,787,3758
06/04/2017 10:00,322,2087,2651,835,363,1778,639,3020
06/04/2017 11:00,415,2563,4099,1065,496,1749,639,2679
06/04/2017 12:00,517,3444,5092,1412,663,3165,942,3507
06/04/2017 13:00,698,4204,6232,1701,825,3592,974,3511
06/04/2017 14:00,493,2616,4980,1503,637,3018,750,2644
06/04/2017 15:00,567,3393,5083,1558,570,2916,811,2191
06/04/2017 16:00,541,3757,5646,1822,657,3405,1140,687
06/04/2017 17:00,657,4802,5848,1653,705,3633,1312,1630
06/04/2017 18:00,598,4164,5295,0,515,3005,1065,1936
06/04/2017 19:00,561,2980,3503,0,492,2223,744,1000
06/04/2017 20:00,371,2105,2282,0,334,1738,630,560
06/04/2017 21:00,269,1453,1113,0,194,1167,388,555
06/04/2017 22:00,202,1153,451,0,78,975,426,401
06/04/2017 23:00,176,1007,293,0,59,711,292,797
07/04/2017 00:00,103,552,128,174,44,132,195,142
07/04/2017 01:00,47,417,88,74,21,180,120,70
07/04/2017 02:00,19,397,46,56,5,91,95,105
07/04/2017 03:00,20,410,68,56,17,118,103,87
07/04/2017 04:00,19,246,39,24,12,95,30,49
07/04/2017 05:00,18,159,81,19,19,121,59,34
07/04/2017 06:00,62,522,310,85,76,327,189,48
07/04/2017 07:00,104,1319,647,205,130,732,384,356
07/04/2017 08:00,270,2967,2028,543,262,1691,862,1014
07/04/2017 09:00,311,2395,2410,632,291,1822,777,1484
07/04/2017 10:00,288,2000,3049,789,370,2103,620,911
07/04/2017 11:00,387,2769,4469,1014,524,2576,685,276
07/04/2017 12:00,397,4183,5573,1576,740,3306,1056,291
07/04/2017 13:00,799,5138,6835,1798,1153,3678,1177,409
07/04/2017 14:00,678,4754,5758,1820,1013,3137,1201,389
07/04/2017 15:00,560,4413,5616,1711,876,3326,1049,333
07/04/2017 16:00,592,3149,6082,1985,953,3721,1170,442
07/04/2017 17:00,636,4677,6181,2070,867,3779,1179,1249
07/04/2017 18:00,636,3885,5121,1956,766,2973,793,826
07/04/2017 19:00,565,2705,3186,1448,402,2360,489,458
07/04/2017 20:00,462,1856,1908,1204,214,1681,339,477
07/04/2017 21:00,326,1692,1151,645,140,1413,293,274
07/04/2017 22:00,287,1509,662,808,102,1088,380,311
07/04/2017 23:00,220,1380,414,653,63,1023,320,307
08/04/2017 00:00,128,1022,228,856,57,579,197,164
08/04/2017 01:00,98,825,201,422,33,439,206,121
08/04/2017 02:00,70,825,125,329,28,410,142,116
08/04/2017 03:00,67,985,135,270,33,492,160,129
08/04/2017 04:00,26,743,52,51,9,237,90,77
08/04/2017 05:00,17,537,60,20,15,172,26,28
08/04/2017 06:00,41,310,164,73,41,209,44,94
08/04/2017 07:00,44,518,397,85,62,441,72,141
08/04/2017 08:00,78,827,1149,272,117,818,155,166
08/04/2017 09:00,205,1402,1777,509,327,1489,154,201
08/04/2017 10:00,297,2278,3027,1053,593,2400,154,217
08/04/2017 11:00,462,3389,4278,1322,884,3171,211,294
08/04/2017 12:00,564,4305,4978,2006,1039,3322,346,241
08/04/2017 13:00,727,4887,5975,2217,1227,3559,609,337
08/04/2017 14:00,784,3987,6031,2386,1152,3754,846,380
08/04/2017 15:00,718,4736,5948,2268,1143,3868,1063,214
08/04/2017 16:00,695,4125,6194,2510,1054,3868,951,193
08/04/2017 17:00,650,4324,5683,1942,768,3642,560,196
08/04/2017 18:00,612,3448,4066,33,646,2982,324,265
08/04/2017 19:00,536,2591,2848,25,325,2305,156,205
08/04/2017 20:00,486,1834,1545,15,155,1609,90,177
08/04/2017 21:00,390,1413,968,6,0,1290,91,129
08/04/2017 22:00,253,1299,612,549,0,1198,114,159
08/04/2017 23:00,243,1235,441,1114,0,1018,103,105
09/04/2017 00:00,151,990,275,602,0,613,81,35
09/04/2017 01:00,124,864,151,382,0,452,64,6
09/04/2017 02:00,62,744,128,446,21,534,102,3
09/04/2017 03:00,79,865,130,385,20,595,126,3
09/04/2017 04:00,35,629,62,62,19,301,44,1
09/04/2017 05:00,17,198,37,21,10,120,32,0
09/04/2017 06:00,23,183,90,29,31,182,18,2
09/04/2017 07:00,45,223,151,61,24,205,3,2
09/04/2017 08:00,37,371,268,88,31,285,14,1
09/04/2017 09:00,82,721,680,199,74,668,33,19
09/04/2017 10:00,178,1448,1752,528,272,1177,62,8
09/04/2017 11:00,247,2118,2751,759,493,1674,85,21
09/04/2017 12:00,365,2818,3925,1135,699,2282,87,22
09/04/2017 13:00,473,3106,4689,1442,734,2708,73,69
09/04/2017 14:00,480,3525,5011,1906,848,2986,143,56
09/04/2017 15:00,515,3263,4946,1690,774,3049,80,58
09/04/2017 16:00,506,1423,4629,1751,667,2624,43,37
09/04/2017 17:00,448,3142,4280,1557,601,2544,63,78
09/04/2017 18:00,448,2319,3163,1261,302,2154,52,56
09/04/2017 19:00,325,1423,1746,792,206,1534,52,44
09/04/2017 20:00,356,1073,995,585,153,1184,38,49
09/04/2017 21:00,160,808,515,337,117,881,42,29
09/04/2017 22:00,185,724,343,320,55,718,34,27
09/04/2017 23:00,104,560,179,183,42,504,33,23
10/04/2017 00:00,58,331,93,60,28,231,19,7
10/04/2017 01:00,4452,290,46,48,25,170,6,1
10/04/2017 02:00,5800,211,63,19,21,126,3,0
10/04/2017 03:00,5614,238,40,23,9,119,7,0
10/04/2017 04:00,5795,134,38,26,11,92,2,1
10/04/2017 05:00,5820,134,70,29,29,128,3,0
10/04/2017 06:00,5831,529,335,97,73,373,22,10
10/04/2017 07:00,5818,1408,788,237,136,792,50,109
10/04/2017 08:00,5808,2803,2394,514,260,1780,139,281
10/04/2017 09:00,5793,2216,2736,623,352,2014,162,319
10/04/2017 10:00,5755,2157,3126,769,470,2346,105,199
10/04/2017 11:00,1182,2798,4263,1133,662,2920,146,76
10/04/2017 12:00,564,3709,5276,1403,843,3010,331,109
10/04/2017 13:00,743,4547,6738,1846,1072,3317,170,86
10/04/2017 14:00,576,3739,5902,1872,841,2997,158,92
10/04/2017 15:00,554,3733,5141,1732,900,2996,367,155
10/04/2017 16:00,544,3561,5275,1692,727,3394,224,129
10/04/2017 17:00,638,4170,5377,1862,667,3523,145,379
10/04/2017 18:00,625,3347,4400,1559,535,2404,56,264
10/04/2017 19:00,504,2106,2382,1079,329,1863,29,56
10/04/2017 20:00,427,1394,1261,678,181,1228,27,30
10/04/2017 21:00,297,1094,828,419,142,962,29,21
10/04/2017 22:00,136,837,396,310,96,790,23,28
10/04/2017 23:00,100,709,217,219,55,505,14,34
11/04/2017 00:00,57,401,93,97,32,223,3,7
11/04/2017 01:00,17,353,96,40,22,151,1,1
11/04/2017 02:00,20,593,53,21,7,108,4,0
11/04/2017 03:00,16,397,42,36,4,176,8,0
11/04/2017 04:00,5,80,36,5,21,89,0,0
11/04/2017 05:00,18,134,85,16,28,150,1,4
11/04/2017 06:00,56,518,342,88,71,419,14,5
11/04/2017 07:00,112,1456,1113,203,134,775,16,58
11/04/2017 08:00,262,2849,2843,591,308,1759,58,114
11/04/2017 09:00,294,2125,2583,621,366,1833,634,176
11/04/2017 10:00,293,2173,3089,832,411,2199,509,121
11/04/2017 11:00,308,2593,4111,1109,535,2181,596,74
11/04/2017 12:00,586,3079,5366,1439,686,2602,887,103
11/04/2017 13:00,725,3945,6399,1772,936,3306,924,102
11/04/2017 14:00,613,3765,5661,1907,813,3008,954,78
11/04/2017 15:00,548,3610,5152,1751,808,3144,1157,89
11/04/2017 16:00,586,3515,5067,1818,710,3465,1206,132
11/04/2017 17:00,633,4085,5574,1889,732,3376,1233,431
11/04/2017 18:00,571,3300,4083,1702,622,2705,1033,237
11/04/2017 19:00,477,1988,2317,973,296,1788,660,67
11/04/2017 20:00,344,1245,1202,686,154,1230,455,74
11/04/2017 21:00,271,1056,771,413,143,970,362,52
11/04/2017 22:00,151,852,425,280,74,750,299,23
11/04/2017 23:00,87,702,230,158,53,508,213,15
12/04/2017 00:00,45,338,104,62,23,243,95,3
12/04/2017 01:00,30,228,123,33,17,106,24,1
12/04/2017 02:00,8,215,129,24,9,83,13,0
12/04/2017 03:00,10,305,20,6,9,82,9,0
12/04/2017 04:00,6,116,31,25,16,77,9,3
12/04/2017 05:00,14,129,63,20,30,142,23,1
12/04/2017 06:00,67,574,333,78,67,399,131,5
12/04/2017 07:00,164,1382,628,244,126,751,314,61
12/04/2017 08:00,306,2851,1693,564,292,1690,733,252
12/04/2017 09:00,328,1659,2248,671,303,1812,667,126
12/04/2017 10:00,313,2049,3131,0,335,2147,576,99
12/04/2017 11:00,349,2590,4192,0,589,2623,675,128
12/04/2017 12:00,499,3478,5444,0,736,3194,820,84
12/04/2017 13:00,613,4006,6586,0,761,3532,900,141
12/04/2017 14:00,496,3488,5984,1071,767,3130,834,119
12/04/2017 15:00,562,3515,5544,0,795,3494,968,123
12/04/2017 16:00,564,3600,5083,1528,828,3642,1231,173
12/04/2017 17:00,588,4207,5737,2143,649,3558,1333,575
12/04/2017 18:00,599,3558,4734,1675,507,2931,1037,338
12/04/2017 19:00,454,2303,2742,1195,171,1966,659,161
12/04/2017 20:00,386,1579,1364,701,59,1402,433,148
12/04/2017 21:00,309,1111,828,423,131,958,335,74
12/04/2017 22:00,238,1161,566,401,100,941,337,73
12/04/2017 23:00,173,914,252,321,56,694,259,42
13/04/2017 00:00,84,591,119,93,32,324,113,10
13/04/2017 01:00,75,299,98,102,10,198,33,1
13/04/2017 02:00,27,379,59,27,9,120,49,1
13/04/2017 03:00,20,372,51,26,8,178,47,0
13/04/2017 04:00,20,211,44,9,14,105,28,1
13/04/2017 05:00,20,158,99,21,36,110,27,1
13/04/2017 06:00,66,524,306,94,68,381,120,10
13/04/2017 07:00,120,1256,872,214,86,775,337,20
13/04/2017 08:00,208,2449,1478,512,237,1743,681,195
13/04/2017 09:00,257,1791,2650,712,298,1780,620,162
13/04/2017 10:00,353,2034,2771,795,441,2228,671,127
13/04/2017 11:00,369,2742,4139,1149,691,2649,755,258
13/04/2017 12:00,537,3717,5990,1740,864,3118,1010,144
13/04/2017 13:00,709,3720,7262,1878,1113,2884,1090,168
13/04/2017 14:00,577,3415,6574,1899,835,2691,860,162
13/04/2017 15:00,497,3743,6514,1963,863,3016,898,115
13/04/2017 16:00,600,4043,6911,2061,920,3803,1184,319
13/04/2017 17:00,656,4425,6635,2197,859,3752,1408,423
13/04/2017 18:00,660,3953,5111,2008,753,3187,1122,442
13/04/2017 19:00,559,2843,3835,1670,598,2358,823,401
13/04/2017 20:00,507,2197,2313,1222,332,1855,636,69
13/04/2017 21:00,307,1485,1181,821,214,1285,521,55
13/04/2017 22:00,226,1277,664,570,127,1022,419,97
13/04/2017 23:00,157,1216,352,547,87,858,404,39
14/04/2017 00:00,162,1154,352,318,71,765,271,6
14/04/2017 01:00,35,437,184,96,27,364,89,1
14/04/2017 02:00,22,98,49,21,13,101,16,0
14/04/2017 03:00,18,65,50,11,8,55,16,0
14/04/2017 04:00,16,54,37,9,23,57,16,1
14/04/2017 05:00,15,71,63,15,17,66,20,0
14/04/2017 06:00,46,339,266,83,53,355,76,9
14/04/2017 07:00,59,619,351,158,74,485,175,28
14/04/2017 08:00,159,1059,900,275,122,898,290,53
14/04/2017 09:00,227,1171,1605,483,258,1188,380,50
14/04/2017 10:00,300,2072,2827,659,423,1745,405,76
14/04/2017 11:00,366,2567,3665,1255,660,2151,565,46
14/04/2017 12:00,555,3276,4677,1755,808,2727,623,34
14/04/2017 13:00,599,3630,5686,1918,873,2836,666,66
14/04/2017 14:00,617,3056,6442,1906,903,3174,786,49
14/04/2017 15:00,582,3734,6224,1984,625,1727,615,102
14/04/2017 16:00,493,3554,5751,1914,744,890,699,53
14/04/2017 17:00,524,3157,5399,1771,808,2438,655,97
14/04/2017 18:00,459,2644,3769,1049,617,2197,555,61
14/04/2017 19:00,378,1692,2583,0,410,1595,379,57
14/04/2017 20:00,287,1243,1440,0,265,1227,287,201
14/04/2017 21:00,226,850,725,0,161,990,209,25
14/04/2017 22:00,165,636,424,0,95,825,144,18
14/04/2017 23:00,86,364,290,91,68,492,79,10
15/04/2017 00:00,56,212,126,63,36,265,64,3
15/04/2017 01:00,33,111,74,19,13,97,24,1
15/04/2017 02:00,7,49,55,12,7,86,12,1
15/04/2017 03:00,10,48,26,3,4,68,9,0
15/04/2017 04:00,9,43,40,11,11,55,6,1
15/04/2017 05:00,6,47,54,12,12,73,14,0
15/04/2017 06:00,36,197,153,46,45,255,44,12
15/04/2017 07:00,42,326,331,88,47,357,90,26
15/04/2017 08:00,74,601,741,182,118,758,168,45
15/04/2017 09:00,151,1258,2061,497,276,1335,328,24
15/04/2017 10:00,252,1915,3198,931,569,2119,377,37
15/04/2017 11:00,398,2989,4282,1434,893,2527,514,26
15/04/2017 12:00,531,3495,5623,1846,918,2687,638,38
15/04/2017 13:00,667,3995,6381,2052,1118,2860,762,54
15/04/2017 14:00,703,4219,6438,2308,1165,3214,855,66
15/04/2017 15:00,671,4256,6558,2333,1191,3378,826,59
15/04/2017 16:00,576,3842,6341,2263,920,3370,904,64
15/04/2017 17:00,541,3161,5426,2207,681,3135,838,94
15/04/2017 18:00,525,2796,4205,1628,462,2226,651,138
15/04/2017 19:00,513,2240,2609,1332,295,2143,570,25
15/04/2017 20:00,364,1545,1329,1087,201,1257,594,68
15/04/2017 21:00,309,1309,789,736,151,1116,400,65
15/04/2017 22:00,244,1151,561,583,1,1015,412,40
15/04/2017 23:00,220,1060,460,646,0,890,440,27
16/04/2017 00:00,123,820,203,631,2,606,332,13
16/04/2017 01:00,86,643,133,363,0,383,237,19
16/04/2017 02:00,57,552,123,413,12,374,203,1
16/04/2017 03:00,87,654,180,660,44,551,197,17
16/04/2017 04:00,26,452,91,45,24,263,98,0
16/04/2017 05:00,15,167,257,20,13,58,57,1
16/04/2017 06:00,19,158,287,51,34,24,74,0
16/04/2017 07:00,39,234,243,61,18,48,50,0
16/04/2017 08:00,36,274,282,127,45,11,87,0
16/04/2017 09:00,134,533,573,224,89,1,132,8
16/04/2017 10:00,150,1080,1319,569,177,2,298,5
16/04/2017 11:00,277,1587,1983,873,328,15,444,20
16/04/2017 12:00,344,2335,2486,1079,421,51,546,12
16/04/2017 13:00,471,2485,3356,1034,482,480,589,26
16/04/2017 14:00,428,2406,2679,1048,327,1304,469,17
16/04/2017 15:00,435,2427,2636,238,525,1679,503,35
16/04/2017 16:00,354,2372,2370,1024,383,1529,483,41
16/04/2017 17:00,378,2161,2102,956,288,1422,431,16
16/04/2017 18:00,400,1807,1688,900,259,1379,440,25
16/04/2017 19:00,270,1396,1317,752,185,1172,402,33
16/04/2017 20:00,252,1239,915,683,115,1061,300,19
16/04/2017 21:00,212,972,574,423,129,835,264,26
16/04/2017 22:00,159,831,408,414,84,887,255,14
16/04/2017 23:00,117,723,253,359,57,607,209,7
17/04/2017 00:00,71,560,122,305,32,334,128,2
17/04/2017 01:00,66,405,79,176,14,254,154,2
17/04/2017 02:00,40,368,108,160,28,251,96,1
17/04/2017 03:00,30,567,96,232,18,383,128,1
17/04/2017 04:00,17,436,51,25,8,265,45,0
17/04/2017 05:00,13,108,47,12,19,127,15,0
17/04/2017 06:00,34,177,143,43,22,197,52,0
17/04/2017 07:00,44,245,169,81,36,200,65,1
17/04/2017 08:00,50,444,335,72,45,330,122,0
17/04/2017 09:00,117,649,901,256,144,794,153,10
17/04/2017 10:00,204,1443,1902,554,172,1156,336,23
17/04/2017 11:00,313,2317,2895,911,442,1665,442,11
17/04/2017 12:00,402,3066,3810,1200,696,2165,518,14
17/04/2017 13:00,520,3548,4492,1448,739,2389,617,26
17/04/2017 14:00,439,3822,5152,1712,738,2655,746,26
17/04/2017 15:00,575,3565,4604,1865,763,2822,770,17
17/04/2017 16:00,534,1903,4589,1595,739,2581,705,47
17/04/2017 17:00,489,757,3941,1522,634,2498,745,39
17/04/2017 18:00,468,2136,3210,1308,482,1985,555,27
17/04/2017 19:00,344,1631,1926,846,300,1659,461,21
17/04/2017 20:00,283,1278,1086,712,179,1195,385,32
17/04/2017 21:00,996,931,636,483,142,1009,257,18
17/04/2017 22:00,166,917,417,309,111,786,206,23
17/04/2017 23:00,74,634,228,173,53,486,136,4
18/04/2017 00:00,40,381,108,65,31,229,112,0
18/04/2017 01:00,29,284,66,50,19,178,20,1
18/04/2017 02:00,12,645,33,29,7,104,27,1
18/04/2017 03:00,12,399,46,30,5,175,27,1
18/04/2017 04:00,11,67,50,4,23,103,14,1
18/04/2017 05:00,23,132,68,17,30,99,17,0
18/04/2017 06:00,67,477,334,100,68,377,127,12
18/04/2017 07:00,114,1246,593,185,126,737,294,48
18/04/2017 08:00,288,2487,1172,487,245,1604,723,90
18/04/2017 09:00,229,1772,1493,578,307,1653,613,112
18/04/2017 10:00,306,1837,2308,824,444,1957,506,37
18/04/2017 11:00,372,2450,3839,1072,593,2086,644,50
18/04/2017 12:00,627,3380,5053,1443,870,2897,994,69
18/04/2017 13:00,801,4023,6505,1857,946,3347,1139,130
18/04/2017 14:00,570,3693,5886,601,807,2914,970,80
18/04/2017 15:00,613,3324,5266,636,747,3083,990,68
18/04/2017 16:00,624,3352,5270,0,640,3289,1085,133
18/04/2017 17:00,708,3584,5502,0,619,3190,1296,158
18/04/2017 18:00,548,2932,4138,3,434,2748,834,156
18/04/2017 19:00,424,1696,2322,0,258,1841,507,49
18/04/2017 20:00,278,1147,1165,499,128,1338,363,48
18/04/2017 21:00,165,869,704,204,107,894,270,22
18/04/2017 22:00,156,734,414,184,97,892,220,11
18/04/2017 23:00,105,581,247,427,78,529,181,9
19/04/2017 00:00,48,391,97,352,32,268,82,11
19/04/2017 01:00,26,244,91,32,15,152,33,1
19/04/2017 02:00,11,229,33,12,8,108,21,17
19/04/2017 03:00,15,306,24,31,3,95,17,3
19/04/2017 04:00,8,103,59,9,23,127,18,6
19/04/2017 05:00,20,147,77,21,25,117,27,5
19/04/2017 06:00,72,505,310,86,63,391,119,23
19/04/2017 07:00,126,1209,765,192,113,744,339,51
19/04/2017 08:00,281,2484,1390,521,206,1741,721,67
19/04/2017 09:00,277,1783,1353,703,255,1696,642,59
19/04/2017 10:00,258,1642,2659,719,239,1882,422,49
