Time,Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023),Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023) North Cyclist,Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023) South Cyclist,Clontarf - James Larkin Rd,Clontarf - James Larkin Rd Cyclist West,Clontarf - James Larkin Rd Cyclist East,Clontarf - Pebble Beach Carpark,Clontarf - Pebble Beach Carpark Cyclist West,Clontarf - Pebble Beach Carpark Cyclist East,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist West,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist East,Drumcondra Cyclists Outbound (Not On Site - Roadworks),Drumcondra Cyclists Outbound (Not On Site - Roadworks) Cyclist East,Drumcondra Cyclists Outbound (Not On Site - Roadworks) Cyclist West,Griffith Avenue (Clare Rd Side),Griffith Avenue (Clare Rd Side) Cyclist South,Griffith Avenue (Clare Rd Side) Cyclist North,Griffith Avenue (Lane Side),Griffith Avenue (Lane Side) Cyclist South,Griffith Avenue (Lane Side) Cyclist North,Grove Road Totem,Grove Road Totem OUT,Grove Road Totem IN,North Strand Rd N/B (Counter Removed for Roadworks) Cyclist,North Strand Rd S/B (Counter Removed for Roadworks) Cyclist,Richmond Street Inbound,Richmond Street Inbound Cyclist South,Richmond Street Inbound Cyclist North,Richmond Street Outbound,Richmond Street Outbound Cyclist North,Richmond Street Outbound Cyclist South
08/03/2024 17:00,,,,44,13,31,67,18,49,,,,0,0,0,19,19,0,18,18,0,281,200,81,0,,106,0,106,138,0,138
08/03/2024 18:00,,,,39,10,29,47,13,34,,,,0,0,0,24,24,0,11,11,0,202,119,83,0,,70,1,69,91,0,91
08/03/2024 19:00,,,,12,4,8,22,6,16,,,,0,0,0,17,17,0,11,11,0,134,64,70,0,,59,2,57,77,0,77
08/03/2024 20:00,,,,9,3,6,21,9,12,,,,0,0,0,12,12,0,6,6,0,98,58,40,0,,92,0,92,65,0,65
08/03/2024 21:00,,,,1,0,1,11,1,10,,,,0,0,0,15,15,0,2,2,0,67,38,29,0,,48,1,47,59,0,59
08/03/2024 22:00,,,,2,0,2,7,2,5,,,,0,0,0,7,7,0,3,3,0,59,39,20,0,,40,0,40,37,0,37
08/03/2024 23:00,,,,1,1,0,1,0,1,,,,0,0,0,4,4,0,5,5,0,33,25,8,0,,22,0,22,34,0,34
09/03/2024 00:00,,,,2,2,0,4,1,3,,,,0,0,0,4,4,0,1,1,0,31,25,6,0,,8,0,8,31,0,31
09/03/2024 01:00,,,,1,0,1,0,0,0,,,,0,0,0,0,0,0,3,3,0,17,11,6,0,,2,0,2,8,0,8
09/03/2024 02:00,,,,1,1,0,2,2,0,,,,0,0,0,0,0,0,1,1,0,7,6,1,0,,7,0,7,6,1,5
09/03/2024 03:00,,,,1,1,0,1,0,1,,,,0,0,0,0,0,0,1,1,0,7,6,1,0,,3,0,3,11,0,11
09/03/2024 04:00,,,,0,0,0,2,2,0,,,,0,0,0,0,0,0,0,0,0,5,3,2,0,,1,0,1,2,0,2
09/03/2024 05:00,,,,1,1,0,1,1,0,,,,0,0,0,2,2,0,1,1,0,13,5,8,0,,2,0,2,4,0,4
09/03/2024 06:00,,,,1,1,0,4,3,1,,,,0,0,0,0,0,0,2,2,0,36,5,31,0,,10,0,10,3,0,3
09/03/2024 07:00,,,,11,5,6,14,7,7,,,,0,0,0,2,2,0,5,5,0,42,13,29,0,,12,0,12,9,0,9
09/03/2024 08:00,,,,14,6,8,33,15,18,,,,0,0,0,7,7,0,11,11,0,47,9,38,0,,24,0,24,12,0,12
09/03/2024 09:00,,,,26,10,16,50,22,28,,,,0,0,0,12,12,0,13,13,0,64,20,44,0,,47,0,47,15,1,14
09/03/2024 10:00,,,,26,12,14,59,26,33,,,,0,0,0,9,9,0,11,11,0,52,13,39,0,,46,0,46,25,0,25
09/03/2024 11:00,,,,35,16,19,63,38,25,,,,0,0,0,11,11,0,7,7,0,74,25,49,0,,50,0,50,39,0,39
09/03/2024 12:00,,,,22,11,11,35,20,15,,,,0,0,0,8,8,0,6,6,0,70,34,36,0,,57,0,57,41,0,41
09/03/2024 13:00,,,,15,9,6,25,15,10,,,,0,0,0,9,9,0,6,6,0,90,36,54,0,,60,0,60,39,0,39
09/03/2024 14:00,,,,16,7,9,24,13,11,,,,0,0,0,12,12,0,9,9,0,74,33,41,0,,73,3,70,66,0,66
09/03/2024 15:00,,,,14,11,3,22,13,9,,,,0,0,0,10,10,0,13,13,0,95,36,59,0,,81,1,80,38,0,38
09/03/2024 16:00,,,,12,7,5,21,8,13,,,,0,0,0,14,14,0,3,3,0,96,37,59,0,,82,0,82,63,0,63
09/03/2024 17:00,,,,7,3,4,27,11,16,,,,0,0,0,11,11,0,3,3,0,68,36,32,0,,61,2,59,48,1,47
09/03/2024 18:00,,,,17,13,4,28,18,10,,,,0,0,0,8,8,0,7,7,0,69,39,30,0,,61,1,60,39,0,39
09/03/2024 19:00,,,,8,4,4,24,12,12,,,,0,0,0,11,11,0,8,8,0,58,37,21,0,,64,0,64,67,0,67
09/03/2024 20:00,,,,1,1,0,8,6,2,,,,0,0,0,3,3,0,6,6,0,73,38,35,0,,76,1,75,53,0,53
09/03/2024 21:00,,,,1,1,0,6,4,2,,,,0,0,0,6,6,0,2,2,0,55,28,27,0,,66,1,65,43,1,42
09/03/2024 22:00,,,,2,2,0,6,2,4,,,,0,0,0,5,5,0,1,1,0,42,30,12,0,,39,0,39,27,0,27
09/03/2024 23:00,,,,8,5,3,7,2,5,,,,0,0,0,4,4,0,2,2,0,30,20,10,0,,22,0,22,24,0,24
10/03/2024 00:00,,,,0,0,0,2,0,2,,,,0,0,0,1,1,0,0,0,0,23,15,8,0,,18,0,18,24,0,24
10/03/2024 01:00,,,,3,1,2,0,0,0,,,,0,0,0,0,0,0,0,0,0,14,8,6,0,,1,0,1,8,0,8
10/03/2024 02:00,,,,3,2,1,3,0,3,,,,0,0,0,0,0,0,3,3,0,10,8,2,0,,10,0,10,16,0,16
10/03/2024 03:00,,,,0,0,0,1,1,0,,,,0,0,0,0,0,0,1,1,0,13,11,2,0,,8,0,8,15,0,15
10/03/2024 04:00,,,,0,0,0,0,0,0,,,,0,0,0,1,1,0,1,1,0,6,5,1,0,,2,0,2,9,0,9
10/03/2024 05:00,,,,2,1,1,2,1,1,,,,0,0,0,0,0,0,0,0,0,9,3,6,0,,4,0,4,4,0,4
10/03/2024 06:00,,,,1,1,0,5,2,3,,,,0,0,0,2,2,0,1,1,0,16,4,12,0,,8,0,8,2,0,2
10/03/2024 07:00,,,,11,7,4,13,6,7,,,,0,0,0,1,1,0,3,3,0,32,13,19,0,,8,0,8,12,0,12
10/03/2024 08:00,,,,7,7,0,18,12,6,,,,0,0,0,1,1,0,3,3,0,18,4,14,0,,10,0,10,5,0,5
10/03/2024 09:00,,,,11,7,4,22,8,14,,,,0,0,0,8,8,0,1,1,0,34,12,22,0,,23,0,23,7,0,7
10/03/2024 10:00,,,,16,10,6,18,10,8,,,,0,0,0,5,5,0,3,3,0,41,10,31,0,,33,0,33,19,0,19
10/03/2024 11:00,,,,22,12,10,31,19,12,,,,0,0,0,10,10,0,5,5,0,64,21,43,0,,43,0,43,38,0,38
10/03/2024 12:00,,,,25,12,13,23,9,14,,,,0,0,0,5,5,0,4,4,0,40,19,21,0,,35,1,34,43,0,43
10/03/2024 13:00,,,,23,12,11,29,11,18,,,,0,0,0,8,8,0,3,3,0,62,29,33,0,,42,1,41,36,0,36
10/03/2024 14:00,,,,24,13,11,37,17,20,,,,0,0,0,12,12,0,3,3,0,56,27,29,0,,62,0,62,39,0,39
10/03/2024 15:00,,,,32,15,17,45,23,22,,,,0,0,0,5,5,0,5,5,0,62,33,29,0,,43,0,43,50,0,50
10/03/2024 16:00,,,,31,20,11,34,20,14,,,,0,0,0,14,14,0,6,6,0,77,37,40,0,,51,0,51,47,0,47
10/03/2024 17:00,,,,20,10,10,26,14,12,,,,0,0,0,8,8,0,4,4,0,76,36,40,0,,56,0,56,51,1,50
10/03/2024 18:00,,,,15,9,6,31,17,14,,,,0,0,0,7,7,0,9,9,0,70,27,43,0,,63,2,61,49,0,49
10/03/2024 19:00,,,,11,5,6,21,6,15,,,,0,0,0,7,7,0,4,4,0,74,49,25,0,,53,0,53,57,0,57
10/03/2024 20:00,,,,1,1,0,10,7,3,,,,0,0,0,2,2,0,5,5,0,71,40,31,0,,42,0,42,42,0,42
10/03/2024 21:00,,,,1,0,1,12,5,7,,,,0,0,0,3,3,0,2,2,0,47,23,24,0,,41,0,41,40,0,40
10/03/2024 22:00,,,,2,2,0,2,2,0,,,,0,0,0,4,4,0,4,4,0,22,19,3,0,,20,0,20,24,0,24
10/03/2024 23:00,,,,4,3,1,8,4,4,,,,0,0,0,1,1,0,1,1,0,21,17,4,0,,7,0,7,15,0,15
11/03/2024 00:00,,,,2,1,1,1,0,1,,,,0,0,0,1,1,0,0,0,0,9,8,1,0,,7,0,7,11,0,11
11/03/2024 01:00,,,,0,0,0,0,0,0,,,,0,0,0,1,1,0,0,0,0,3,3,0,0,,1,0,1,2,0,2
11/03/2024 02:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,2,1,1,0,,2,0,2,7,1,6
11/03/2024 03:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,1,0,4,4,0,0,,1,0,1,1,0,1
11/03/2024 04:00,,,,0,0,0,0,0,0,,,,0,0,0,1,1,0,2,2,0,2,1,1,0,,1,0,1,3,0,3
11/03/2024 05:00,,,,7,6,1,6,5,1,,,,0,0,0,2,2,0,1,1,0,32,5,27,0,,5,0,5,2,0,2
11/03/2024 06:00,,,,21,18,3,29,26,3,,,,0,0,0,9,9,0,4,4,0,103,18,85,0,,15,0,15,11,0,11
11/03/2024 07:00,,,,53,45,8,75,62,13,,,,0,0,0,14,14,0,24,24,0,246,47,199,0,,81,0,81,35,0,35
11/03/2024 08:00,,,,69,58,11,99,84,15,,,,0,0,0,57,57,0,105,105,0,501,81,420,0,,181,1,180,45,0,45
11/03/2024 09:00,,,,40,21,19,51,31,20,,,,0,0,0,23,23,0,12,12,0,205,45,160,0,,111,1,110,29,0,29
11/03/2024 10:00,,,,41,16,25,55,24,31,,,,0,0,0,26,26,0,16,16,0,93,20,73,0,,67,0,67,21,0,21
11/03/2024 11:00,,,,55,27,28,72,29,43,,,,0,0,0,13,13,0,2,2,0,61,26,35,0,,57,0,57,22,0,22
11/03/2024 12:00,,,,45,23,22,64,34,30,,,,0,0,0,11,11,0,16,16,0,81,32,49,0,,58,0,58,42,1,41
11/03/2024 13:00,,,,59,36,23,61,30,31,,,,0,0,0,16,16,0,15,15,0,86,45,41,0,,68,0,68,58,0,58
11/03/2024 14:00,,,,34,12,22,51,20,31,,,,0,0,0,16,16,0,14,14,0,108,54,54,0,,57,0,57,51,0,51
11/03/2024 15:00,,,,36,14,22,52,19,33,,,,0,0,0,39,39,0,17,17,0,138,82,56,0,,47,0,47,54,0,54
11/03/2024 16:00,,,,55,19,36,82,29,53,,,,0,0,0,35,35,0,34,34,0,209,141,68,0,,89,0,89,118,0,118
11/03/2024 17:00,,,,91,27,64,128,29,99,,,,0,0,0,34,34,0,41,41,0,389,278,111,0,,100,1,99,185,0,185
11/03/2024 18:00,,,,87,20,67,133,36,97,,,,0,0,0,20,20,0,10,10,0,267,193,74,0,,63,0,63,168,0,168
11/03/2024 19:00,,,,48,15,33,70,22,48,,,,0,0,0,21,21,0,10,10,0,138,90,48,0,,68,0,68,119,1,118
11/03/2024 20:00,,,,22,8,14,32,12,20,,,,0,0,0,9,9,0,7,7,0,114,80,34,0,,50,1,49,84,0,84
11/03/2024 21:00,,,,5,2,3,12,3,9,,,,0,0,0,7,7,0,3,3,0,57,33,24,0,,22,0,22,60,1,59
11/03/2024 22:00,,,,4,1,3,7,0,7,,,,0,0,0,5,5,0,1,1,0,31,20,11,0,,13,0,13,30,0,30
11/03/2024 23:00,,,,1,0,1,2,0,2,,,,0,0,0,3,3,0,0,0,0,23,13,10,0,,8,0,8,12,0,12
12/03/2024 00:00,,,,1,1,0,4,1,3,,,,0,0,0,1,1,0,0,0,0,10,8,2,0,,6,0,6,11,0,11
12/03/2024 01:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,5,3,2,0,,1,0,1,4,0,4
12/03/2024 02:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,,1,0,1,3,0,3
12/03/2024 03:00,,,,1,1,0,0,0,0,,,,0,0,0,1,1,0,0,0,0,2,2,0,0,,0,0,0,1,0,1
12/03/2024 04:00,,,,0,0,0,1,0,1,,,,0,0,0,2,2,0,0,0,0,5,1,4,0,,1,0,1,3,0,3
12/03/2024 05:00,,,,9,8,1,8,5,3,,,,0,0,0,0,0,0,0,0,0,30,4,26,0,,13,0,13,4,0,4
12/03/2024 06:00,,,,18,16,2,23,20,3,,,,0,0,0,8,8,0,0,0,0,106,21,85,0,,21,0,21,13,1,12
12/03/2024 07:00,,,,57,46,11,79,66,13,,,,0,0,0,24,24,0,23,23,0,320,51,269,0,,93,0,93,32,0,32
12/03/2024 08:00,,,,88,73,15,123,108,15,,,,0,0,0,65,65,0,111,111,0,670,73,597,0,,234,0,234,63,0,63
12/03/2024 09:00,,,,38,26,12,61,45,16,,,,0,0,0,13,13,0,25,25,0,253,42,211,0,,156,0,156,31,0,31
12/03/2024 10:00,,,,47,25,22,56,24,32,,,,0,0,0,10,10,0,9,9,0,70,17,53,0,,66,0,66,21,0,21
12/03/2024 11:00,,,,55,28,27,56,22,34,,,,0,0,0,13,13,0,7,7,0,74,24,50,0,,62,1,61,28,0,28
12/03/2024 12:00,,,,57,27,30,59,27,32,,,,0,0,0,12,12,0,15,15,0,94,37,57,0,,57,0,57,46,2,44
12/03/2024 13:00,,,,58,26,32,65,29,36,,,,0,0,0,13,13,0,17,17,0,101,41,60,0,,77,0,77,69,0,69
12/03/2024 14:00,,,,29,12,17,56,24,32,,,,0,0,0,16,16,0,8,8,0,117,49,68,0,,67,0,67,76,0,76
12/03/2024 15:00,,,,25,8,17,42,14,28,,,,0,0,0,42,42,0,17,17,0,123,74,49,0,,64,0,64,94,0,94
12/03/2024 16:00,,,,53,21,32,78,21,57,,,,0,0,0,46,46,0,23,23,0,240,172,68,0,,68,0,68,90,0,90
12/03/2024 17:00,,,,104,30,74,166,27,139,,,,0,0,0,31,31,0,31,31,0,468,361,107,0,,99,0,99,199,0,199
12/03/2024 18:00,,,,76,22,54,127,32,95,,,,0,0,0,21,21,0,0,0,0,358,248,110,0,,93,0,93,152,0,152
12/03/2024 19:00,,,,50,23,27,77,22,55,,,,0,0,0,20,20,0,3,3,0,159,105,54,0,,86,0,86,112,0,112
12/03/2024 20:00,,,,25,9,16,48,16,32,,,,0,0,0,12,12,0,6,6,0,142,88,54,0,,76,0,76,79,0,79
12/03/2024 21:00,,,,6,3,3,24,4,20,,,,0,0,0,7,7,0,0,0,0,89,62,27,0,,46,0,46,79,0,79
12/03/2024 22:00,,,,6,3,3,9,1,8,,,,0,0,0,8,8,0,1,1,0,49,32,17,0,,37,1,36,54,1,53
12/03/2024 23:00,,,,2,1,1,11,1,10,,,,0,0,0,1,1,0,0,0,0,28,18,10,0,,8,0,8,34,1,33
13/03/2024 00:00,,,,1,1,0,1,1,0,,,,0,0,0,0,0,0,1,1,0,19,15,4,0,,7,0,7,18,0,18
13/03/2024 01:00,,,,1,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,9,8,1,0,,1,1,0,3,0,3
13/03/2024 02:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,3,5,0,5
13/03/2024 03:00,,,,1,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,4,2,2,0,,0,0,0,4,0,4
13/03/2024 04:00,,,,1,1,0,4,1,3,,,,0,0,0,1,1,0,1,1,0,8,4,4,0,,0,0,0,3,0,3
13/03/2024 05:00,,,,5,4,1,4,2,2,,,,0,0,0,1,1,0,1,1,0,25,2,23,0,,13,0,13,1,0,1
13/03/2024 06:00,,,,15,14,1,21,17,4,,,,0,0,0,5,5,0,1,1,0,109,21,88,0,,30,0,30,9,0,9
13/03/2024 07:00,,,,48,40,8,62,52,10,,,,0,0,0,16,16,0,5,5,0,282,39,243,0,,90,0,90,33,0,33
13/03/2024 08:00,,,,58,41,17,87,71,16,,,,0,0,0,45,45,0,49,49,0,585,98,487,0,,204,1,203,42,0,42
13/03/2024 09:00,,,,29,20,9,46,36,10,,,,0,0,0,9,9,0,14,14,0,212,25,187,0,,162,1,161,34,0,34
13/03/2024 10:00,,,,23,12,11,29,11,18,,,,0,0,0,1,1,0,5,5,0,77,17,60,0,,40,0,40,24,0,24
13/03/2024 11:00,,,,24,14,10,31,20,11,,,,0,0,0,8,8,0,3,3,0,85,32,53,0,,71,0,71,32,0,32
13/03/2024 12:00,,,,17,10,7,23,12,11,,,,0,0,0,13,13,0,3,3,0,81,35,46,0,,54,0,54,49,0,49
13/03/2024 13:00,,,,32,15,17,30,11,19,,,,0,0,0,17,17,0,15,15,0,90,49,41,0,,77,0,77,54,0,54
13/03/2024 14:00,,,,14,9,5,25,8,17,,,,0,0,0,18,18,0,9,9,0,97,44,53,0,,38,0,38,47,0,47
13/03/2024 15:00,,,,14,5,9,23,13,10,,,,0,0,0,27,27,0,14,14,0,131,80,51,0,,28,0,28,72,0,72
13/03/2024 16:00,,,,32,8,24,46,5,41,,,,0,0,0,24,24,0,23,23,0,214,148,66,0,,50,0,50,71,2,69
13/03/2024 17:00,,,,55,10,45,84,11,73,,,,0,0,0,26,26,0,25,25,0,385,295,90,0,,73,1,72,157,0,157
13/03/2024 18:00,,,,61,9,52,97,21,76,,,,0,0,0,29,29,0,13,13,0,307,213,94,0,,76,0,76,143,0,143
13/03/2024 19:00,,,,27,7,20,38,9,29,,,,0,0,0,14,14,0,7,7,0,172,112,60,0,,57,1,56,84,0,84
13/03/2024 20:00,,,,19,5,14,32,10,22,,,,0,0,0,13,13,0,6,6,0,80,48,32,0,,54,2,52,72,0,72
13/03/2024 21:00,,,,6,1,5,12,1,11,,,,0,0,0,4,4,0,0,0,0,71,48,23,0,,30,0,30,40,0,40
13/03/2024 22:00,,,,7,2,5,10,1,9,,,,0,0,0,9,9,0,0,0,0,56,36,20,0,,31,0,31,34,0,34
13/03/2024 23:00,,,,0,0,0,3,1,2,,,,0,0,0,2,2,0,1,1,0,36,28,8,0,,12,0,12,34,0,34
14/03/2024 00:00,,,,2,1,1,4,2,2,,,,0,0,0,2,2,0,0,0,0,9,9,0,0,,8,0,8,14,0,14
14/03/2024 01:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,4,3,1,0,,0,0,0,2,0,2
14/03/2024 02:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,,1,0,1,4,0,4
14/03/2024 03:00,,,,0,0,0,2,1,1,,,,0,0,0,2,2,0,0,0,0,3,2,1,0,,3,0,3,2,0,2
14/03/2024 04:00,,,,1,0,1,2,0,2,,,,0,0,0,0,0,0,1,1,0,3,0,3,0,,1,0,1,1,0,1
14/03/2024 05:00,,,,5,4,1,3,2,1,,,,0,0,0,1,1,0,0,0,0,25,4,21,0,,11,0,11,3,0,3
14/03/2024 06:00,,,,14,11,3,17,13,4,,,,0,0,0,5,5,0,1,1,0,89,16,73,0,,18,0,18,17,0,17
14/03/2024 07:00,,,,44,39,5,68,59,9,,,,0,0,0,11,11,0,21,21,0,250,46,204,0,,77,0,77,24,0,24
14/03/2024 08:00,,,,57,46,11,93,86,7,,,,0,0,0,44,44,0,90,90,0,537,72,465,0,,206,0,206,54,0,54
14/03/2024 09:00,,,,26,23,3,32,23,9,,,,0,0,0,13,13,0,19,19,0,244,38,206,0,,113,2,111,35,0,35
14/03/2024 10:00,,,,28,11,17,32,13,19,,,,0,0,0,10,10,0,12,12,0,94,27,67,0,,59,0,59,30,1,29
14/03/2024 11:00,,,,22,15,7,33,19,14,,,,0,0,0,2,2,0,6,6,0,79,27,52,0,,65,1,64,32,0,32
14/03/2024 12:00,,,,31,13,18,38,13,25,,,,0,0,0,6,6,0,6,6,0,118,46,72,0,,62,0,62,60,0,60
14/03/2024 13:00,,,,25,11,14,38,16,22,,,,0,0,0,21,21,0,1,1,0,113,65,48,0,,85,1,84,49,0,49
14/03/2024 14:00,,,,20,8,12,30,12,18,,,,0,0,0,16,16,0,0,0,0,102,51,51,0,,73,0,73,79,2,77
14/03/2024 15:00,,,,44,16,28,61,22,39,,,,0,0,0,43,43,0,3,3,0,133,76,57,0,,59,0,59,57,0,57
14/03/2024 16:00,,,,30,10,20,56,16,40,,,,0,0,0,43,43,0,1,1,0,195,134,61,0,,72,1,71,98,1,97
14/03/2024 17:00,,,,73,21,52,126,36,90,,,,0,0,0,26,26,0,2,2,0,369,258,111,0,,95,0,95,134,2,132
14/03/2024 18:00,,,,87,30,57,136,42,94,,,,0,0,0,23,23,0,0,0,0,308,194,114,0,,112,0,112,170,0,170
14/03/2024 19:00,,,,41,15,26,79,17,62,,,,0,0,0,20,20,0,2,2,0,191,120,71,0,,91,1,90,91,0,91
14/03/2024 20:00,,,,21,9,12,29,8,21,,,,0,0,0,11,11,0,0,0,0,108,72,36,0,,78,0,78,77,0,77
14/03/2024 21:00,,,,16,7,9,24,11,13,,,,0,0,0,8,8,0,0,0,0,93,70,23,0,,69,0,69,69,1,68
14/03/2024 22:00,,,,6,3,3,12,2,10,,,,0,0,0,6,6,0,1,1,0,64,46,18,0,,39,0,39,53,0,53
14/03/2024 23:00,,,,4,1,3,12,2,10,,,,0,0,0,5,5,0,1,1,0,38,25,13,0,,18,0,18,42,0,42
15/03/2024 00:00,,,,2,1,1,5,3,2,,,,0,0,0,0,0,0,1,1,0,20,16,4,0,,17,0,17,31,0,31
15/03/2024 01:00,,,,0,0,0,0,0,0,,,,0,0,0,1,1,0,1,1,0,10,8,2,0,,1,0,1,1,0,1
15/03/2024 02:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,5,5,0,0,,1,0,1,6,0,6
15/03/2024 03:00,,,,1,1,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,8,4,4,0,,2,0,2,11,0,11
15/03/2024 04:00,,,,1,1,0,2,1,1,,,,0,0,0,0,0,0,1,1,0,5,1,4,0,,0,0,0,2,0,2
15/03/2024 05:00,,,,3,2,1,4,1,3,,,,0,0,0,1,1,0,0,0,0,29,8,21,0,,13,0,13,4,0,4
15/03/2024 06:00,,,,21,14,7,21,17,4,,,,0,0,0,5,5,0,4,4,0,101,19,82,0,,24,0,24,10,0,10
15/03/2024 07:00,,,,45,33,12,55,41,14,,,,0,0,0,15,15,0,16,16,0,191,39,152,0,,71,0,71,27,0,27
15/03/2024 08:00,,,,47,35,12,65,49,16,,,,0,0,0,38,38,0,89,89,0,321,46,275,0,,146,0,146,37,0,37
15/03/2024 09:00,,,,42,25,17,50,31,19,,,,0,0,0,13,13,0,13,13,0,167,41,126,0,,113,2,111,30,0,30
15/03/2024 10:00,,,,36,11,25,47,15,32,,,,0,0,0,10,10,0,20,20,0,79,20,59,0,,63,0,63,22,0,22
15/03/2024 11:00,,,,62,26,36,70,33,37,,,,0,0,0,14,14,0,11,11,0,64,23,41,0,,59,0,59,28,0,28
15/03/2024 12:00,,,,55,34,21,67,38,29,,,,0,0,0,17,17,0,16,16,0,102,45,57,0,,77,1,76,45,0,45
15/03/2024 13:00,,,,54,23,31,76,33,43,,,,0,0,0,33,33,0,15,15,0,120,60,60,0,,89,1,88,81,1,80
15/03/2024 14:00,,,,46,20,26,74,28,46,,,,0,0,0,23,23,0,21,21,0,101,52,49,0,,84,0,84,81,0,81
15/03/2024 15:00,,,,53,26,27,69,24,45,,,,0,0,0,32,32,0,27,27,0,156,85,71,0,,63,0,63,79,0,79
15/03/2024 16:00,,,,62,26,36,104,42,62,,,,0,0,0,23,23,0,22,22,0,179,106,73,0,,92,1,91,108,0,108
15/03/2024 17:00,,,,77,23,54,98,31,67,,,,0,0,0,29,29,0,27,27,0,288,196,92,0,,95,1,94,169,0,169
15/03/2024 18:00,,,,73,31,42,123,49,74,,,,0,0,0,22,22,0,15,15,0,202,122,80,0,,96,0,96,127,0,127
15/03/2024 19:00,,,,34,14,20,52,24,28,,,,0,0,0,13,13,0,7,7,0,127,72,55,0,,101,0,101,77,0,77
15/03/2024 20:00,,,,12,6,6,27,13,14,,,,0,0,0,7,7,0,6,6,0,98,65,33,0,,77,1,76,76,0,76
15/03/2024 21:00,,,,8,7,1,15,6,9,,,,0,0,0,9,9,0,6,6,0,76,42,34,0,,64,1,63,44,0,44
15/03/2024 22:00,,,,9,2,7,18,5,13,,,,0,0,0,1,1,0,5,5,0,57,38,19,0,,65,0,65,50,1,49
15/03/2024 23:00,,,,5,2,3,12,2,10,,,,0,0,0,4,4,0,2,2,0,46,36,10,0,,26,0,26,29,0,29
16/03/2024 00:00,,,,3,1,2,9,2,7,,,,0,0,0,1,1,0,0,0,0,31,25,6,0,,12,0,12,28,0,28
16/03/2024 01:00,,,,2,2,0,3,1,2,,,,0,0,0,0,0,0,1,1,0,13,6,7,0,,2,0,2,6,0,6
16/03/2024 02:00,,,,1,0,1,4,0,4,,,,0,0,0,0,0,0,0,0,0,15,11,4,0,,7,0,7,24,0,24
16/03/2024 03:00,,,,1,0,1,2,0,2,,,,0,0,0,1,1,0,0,0,0,9,3,6,0,,8,0,8,13,1,12
16/03/2024 04:00,,,,2,1,1,6,1,5,,,,0,0,0,0,0,0,1,1,0,8,7,1,0,,4,0,4,7,0,7
16/03/2024 05:00,,,,1,1,0,2,1,1,,,,0,0,0,3,3,0,1,1,0,9,4,5,0,,3,0,3,3,0,3
16/03/2024 06:00,,,,5,3,2,8,4,4,,,,0,0,0,1,1,0,2,2,0,25,2,23,0,,13,0,13,3,0,3
16/03/2024 07:00,,,,38,21,17,43,17,26,,,,0,0,0,3,3,0,6,6,0,44,10,34,0,,14,0,14,3,0,3
16/03/2024 08:00,,,,38,16,22,51,20,31,,,,0,0,0,5,5,0,10,10,0,37,12,25,0,,28,0,28,16,1,15
16/03/2024 09:00,,,,35,19,16,48,24,24,,,,0,0,0,4,4,0,1,1,0,52,17,35,0,,41,0,41,14,0,14
16/03/2024 10:00,,,,33,14,19,44,17,27,,,,0,0,0,13,13,0,5,5,0,60,17,43,0,,33,1,32,25,0,25
16/03/2024 11:00,,,,35,15,20,51,25,26,,,,0,0,0,7,7,0,14,14,0,59,21,38,0,,62,0,62,45,0,45
16/03/2024 12:00,,,,30,18,12,50,25,25,,,,0,0,0,11,11,0,5,5,0,87,31,56,0,,71,0,71,53,0,53
16/03/2024 13:00,,,,16,11,5,33,13,20,,,,0,0,0,14,14,0,10,10,0,82,37,45,0,,74,0,74,47,1,46
16/03/2024 14:00,,,,28,17,11,37,17,20,,,,0,0,0,6,6,0,7,7,0,104,43,61,0,,64,0,64,45,0,45
16/03/2024 15:00,,,,25,14,11,40,28,12,,,,0,0,0,11,11,0,6,6,0,101,37,64,0,,63,0,63,58,0,58
16/03/2024 16:00,,,,21,11,10,26,12,14,,,,0,0,0,15,15,0,5,5,0,104,42,62,0,,84,3,81,81,0,81
16/03/2024 17:00,,,,10,5,5,26,12,14,,,,0,0,0,10,10,0,9,9,0,78,38,40,0,,51,0,51,64,1,63
16/03/2024 18:00,,,,15,6,9,29,13,16,,,,0,0,0,5,5,0,5,5,0,74,32,42,0,,93,0,93,53,0,53
